"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"antisense;bidirectional_promoter_lncRNA"	"antisense;lincRNA"	"antisense;processed_transcript"	"antisense;sense_intronic"	"antisense;sense_overlapping"	"bidirectional_promoter_lncRNA"	"bidirectional_promoter_lncRNA;lincRNA"	"bidirectional_promoter_lncRNA;processed_transcript"	"IG_C_gene"	"IG_C_pseudogene"	"IG_D_gene"	"IG_J_gene"	"IG_J_gene;antisense"	"IG_J_gene;lincRNA"	"IG_LV_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"lincRNA;processed_transcript"	"lincRNA;processed_transcript;sense_intronic"	"lincRNA;sense_intronic"	"lincRNA;sense_overlapping"	"macro_lncRNA"	"mapped_reads"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"processed_transcript;sense_intronic"	"processed_transcript;sense_overlapping"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"scRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"total assigned reads"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_gene;antisense"	"TR_V_gene;lincRNA"	"TR_V_pseudogene"	"TR_V_pseudogene;antisense"	"TR_V_pseudogene;sense_overlapping"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unprocessed_pseudogene"	"valid_reads"
"BA44_CA1_mid_8_1"	0	7090	1	165	30	1	1	551	10	0	16	0	0	0	0	0	0	0	4	0	111479	202	5	2	10	0	22815040	11002102	161045	279820	103394	1086004	58	1846	205651	0	0	2020274	1090	6928	527381	59752	0	0	38	6429020	140266	3	1781	22273215	1	0	0	4	0	0	0	0	0	243	127	488	0	122391	541825	2747	1194	29180070
"BA44_CA1_mid_9_1"	0	4422	0	99	27	0	4	306	2	1	43	0	0	0	0	0	0	0	5	0	81296	142	2	3	5	0	14953606	7466606	126197	235878	73128	763382	32	1327	108088	0	1	1458397	756	4392	357291	33944	0	0	32	3598832	78373	5	1592	14491635	4	0	0	2	0	0	0	0	0	159	73	333	0	92767	461971	2778	909	22076006
"BA45_CA1_ent_40_1"	0	12492	2	260	43	0	1	707	12	0	47	0	0	0	0	0	0	0	5	0	148313	333	11	12	2	0	39838856	23398615	225380	275163	142015	1677013	88	5447	164451	0	0	3316057	1938	5526	884817	86708	0	0	96	7666287	253651	6	5142	38498402	7	0	0	27	0	1	2	0	0	479	140	655	1	222887	1340454	1545	2018	50192296
"BA45_CA1_ent_41_1"	0	6489	0	151	23	0	6	453	19	0	4	0	0	0	0	0	0	0	7	1	60643	229	15	19	6	0	16117118	9130327	74227	88515	70156	749549	55	4011	69647	0	0	1767648	829	2281	375467	25557	0	2	69	2784455	132196	2	2798	15430487	5	0	0	57	0	0	0	0	0	338	137	411	3	82216	686631	425	1039	22003192
"BA45_CA1_ent_42_1"	0	8331	1	154	39	0	1	565	15	0	12	0	0	0	0	0	0	0	6	3	100455	249	10	9	2	0	26283478	15417612	132965	211596	80975	1122135	71	2539	108721	0	1	2285152	1223	4911	543109	77149	0	0	46	5265143	170237	3	2129	25695654	3	0	2	14	0	1	0	0	0	308	104	514	1	155960	587824	1675	1503	34009482
"BA45_CA1_ent_43_1"	0	7564	0	160	22	0	0	432	11	0	4	0	0	0	0	0	0	0	1	1	149201	218	5	11	0	0	22718203	10927025	107306	213295	63003	1120939	71	3970	144332	0	0	2571474	1490	5466	568848	78602	0	1	87	5450276	157601	0	4936	21661822	2	1	0	4	0	0	0	0	0	322	110	500	3	80974	1056381	2172	1382	32464946
"BA45_CA1_ent_44_1"	0	8955	2	190	33	0	1	447	17	0	10	0	0	0	0	0	0	0	4	0	127555	222	9	6	0	0	27919607	17605829	110894	240856	45520	923710	55	1529	114083	0	1	2267250	879	5405	541981	77254	0	0	69	5144187	110005	0	1769	27425501	1	0	0	5	0	0	0	0	0	247	117	450	1	92437	494106	2248	1268	37112744
"BA45_CA1_ent_45_1"	1	9746	5	161	29	0	0	430	8	1	10	0	0	0	0	0	0	0	7	0	77525	212	16	4	1	0	24467963	12960481	146813	283980	16908	1337120	47	2711	62991	0	0	3442279	1191	4083	1353582	80052	0	0	55	3882004	49538	0	2536	23790909	4	0	0	40	0	0	0	0	0	248	170	455	0	70222	677054	3992	1251	33036379
"BA45_CA1_ent_46_1"	0	6142	1	192	8	0	5	394	6	0	46	0	0	0	0	0	0	0	1	3	58448	152	21	0	0	0	34018870	27535705	82334	308492	8163	1298346	24	2213	23923	0	0	1599368	1064	841	525961	21001	0	0	34	1470171	11274	0	7508	33008691	1	0	0	0	0	0	0	0	0	251	139	441	0	41009	1010179	3629	1380	39284229
"BA45_CA1_ent_47_1"	0	6053	0	142	37	0	1	385	6	1	17	0	0	0	0	0	0	0	2	0	51785	169	6	4	1	0	22225876	15308157	119954	262368	11351	1112494	50	1357	38418	0	1	1542186	746	3014	827019	43825	0	0	61	2348931	21602	2	1878	21760955	0	0	0	12	0	0	0	0	0	203	168	382	2	54497	464921	2627	1041	28208618
"BA45_CA1_ent_56_1"	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	26617	16315	195	352	83	1191	0	3	104	0	0	1919	0	6	880	38	0	0	0	4334	162	0	5	25850	0	0	0	0	0	0	0	0	0	3	0	1	0	141	767	1	1	38266
"BA45_CA1_ent_57_1"	0	9994	11	245	42	0	2	794	14	0	13	1	0	0	0	0	0	0	8	3	122949	343	9	6	7	0	28130054	14423775	197342	351101	164197	1073043	94	3425	212781	0	0	2251823	758	7078	698315	63447	0	0	78	7481002	260155	5	2502	27502262	7	0	0	7	0	0	0	0	0	526	204	704	2	171928	627792	1627	1895	37548845
"BA45_CA1_ent_58_1"	0	189	0	3	1	0	0	49	10	0	0	0	0	0	0	0	0	0	0	0	1000	4	0	0	0	0	86351	35817	404	820	112	3573	22	85	436	0	7	15839	4	12	2135	136	0	0	2	7453	302	0	39	68818	0	0	0	1	0	0	0	0	0	17	2	18	0	279	17533	10	37	517811
"BA45_CA1_ent_59_1"	0	136	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	483	6	0	0	0	0	35876	12810	156	313	43	1354	0	82	208	0	0	7011	3	11	807	43	0	0	3	2786	94	0	26	26614	0	0	0	0	0	0	0	0	0	8	1	22	0	155	9262	7	18	203311
"BA45_CA1_mid_1_1"	0	254	0	4	1	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	1421	7	0	0	0	0	111718	49865	559	1075	187	5136	0	107	593	0	0	18433	6	20	2836	180	0	0	1	12051	463	0	52	93822	0	0	0	0	0	0	0	0	0	26	15	10	0	427	17896	16	35	526975
"BA45_CA1_mid_2_1"	0	63	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	12184	3659	46	100	11	548	0	7	27	0	0	3024	0	0	471	11	0	0	1	708	24	0	9	9073	0	0	0	0	0	0	0	0	0	5	2	1	0	30	3111	0	14	54927
"BA45_CA1_mid_3_1"	0	228	0	3	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1731	2	0	0	0	0	69404	17678	139	408	36	3558	0	152	439	0	0	20003	1	2	2922	67	0	0	0	2693	100	0	154	51005	0	0	0	10	0	0	1	0	0	89	1	25	0	470	18399	4	72	368721
"BA45_CA2_cp_84_1"	0	9812	5	300	46	1	0	754	9	3	106	0	0	0	0	0	0	0	2	4	88691	404	8	3	4	0	39579039	25488098	399631	1162249	62295	1524581	139	2422	49551	0	0	3353404	821	9769	2149273	157043	0	2	72	4199814	67207	0	2148	38922357	0	0	0	12	0	0	1	0	0	373	181	752	5	173620	656682	14671	4071	51824613
"BA46_CA1_ent_48_1"	0	3365	0	88	12	0	3	323	2	3	16	0	0	0	0	0	0	0	2	4	40558	124	5	4	0	0	12256628	8023770	80572	102599	78010	326079	30	1078	54875	0	1	732596	351	2076	200216	18039	0	0	28	2184481	99031	0	755	12028130	4	0	0	3	0	0	0	0	0	162	61	241	1	77291	228498	570	701	16142905
"BA46_CA1_ent_49_1"	0	6679	2	182	28	0	2	443	9	3	40	0	0	0	0	0	0	0	1	7	114817	185	9	7	1	0	25086700	11461224	146351	225586	208694	1470372	69	3582	179538	0	6	2479784	1070	4960	661304	51611	0	0	64	6665902	386533	1	2785	24206608	2	0	0	9	0	0	1	0	0	323	100	382	3	131085	880092	1273	1579	30974495
"BA46_CA1_ent_50_1"	0	4407	3	81	12	0	1	265	6	0	10	0	0	0	0	0	0	0	2	2	97240	100	1	4	1	1	18572319	9089923	120265	177766	83389	574145	26	849	144725	0	2	1729410	692	3322	380826	73357	0	2	33	5516001	175461	1	828	18257276	0	0	0	2	0	0	0	0	0	122	51	194	1	81223	315043	1596	928	24100654
"BA46_CA1_ent_51_1"	0	4177	1	109	19	0	2	252	4	2	4	0	0	0	0	0	0	0	2	2	128690	126	4	4	2	0	18739704	9071630	138969	249183	80944	718529	39	954	127689	0	2	1594293	692	5218	396201	81409	0	1	27	5527675	179226	3	870	18406109	1	1	0	0	0	0	0	0	0	162	70	262	1	95139	333595	2390	1129	23190600
"BA46_CA1_ent_52_1"	0	7450	2	204	20	0	0	528	13	1	55	1	0	0	0	0	0	0	1	2	150677	202	8	5	1	0	27346541	12344204	259814	331865	171891	1171629	84	2805	229318	0	1	2419936	1525	6559	606369	72753	0	0	41	8437791	187878	0	2506	26587791	2	0	0	4	0	0	0	0	0	257	78	447	2	176341	758750	2874	1647	37132810
"BA46_CA1_ent_53_1"	1	6991	2	148	28	0	2	442	17	0	10	0	0	0	0	0	0	2	0	0	125883	237	5	3	10	0	24791482	13702434	150941	338253	50341	1241890	59	2642	105281	0	1	2294119	1080	3864	1004782	75162	0	0	65	4621710	77235	0	2888	23917745	0	0	0	15	1	0	0	0	0	289	186	423	1	105312	873737	3709	1281	30560087
"BA46_CA1_ent_54_1"	0	4465	0	86	30	0	6	298	8	0	10	0	0	0	0	0	0	0	11	0	72154	188	8	16	6	0	18132199	11366237	95341	311592	11731	891269	57	2117	31919	0	0	1578059	1030	1653	759362	31332	0	0	43	1995615	23565	1	3601	17222529	0	0	0	11	0	0	0	0	0	281	158	330	3	34211	909670	4585	1140	22631505
"BA46_CA1_ent_55_1"	0	5277	0	118	32	0	0	307	12	0	21	0	0	0	0	0	0	0	4	1	80734	193	4	4	2	0	17099147	9101223	116122	248668	21290	884157	49	2644	51913	0	3	1882919	1038	3094	893766	48545	0	0	54	2725806	38117	0	3686	16162216	0	0	0	4	0	0	0	0	0	219	112	306	0	48455	936931	2315	1002	22142310
"BA46_CA2_cer_84_1"	0	6229	4	133	79	0	0	903	17	0	17	0	0	0	0	1	0	0	10	1	52529	305	0	0	14	0	36474613	30180556	176545	308800	21047	1011948	97	1283	29833	0	1	1187448	421	3352	488744	56925	0	0	58	2370062	47627	11	1500	36036429	0	0	0	2	0	0	0	0	0	281	208	638	0	83805	438184	3910	1085	40442271
"BA46_CA2_ent_84_1"	0	7986	0	155	41	0	2	461	14	0	16	0	0	0	0	0	0	0	9	5	135280	285	3	34	4	0	25111965	11814452	184354	382731	192093	799133	75	2433	171321	0	4	2414649	785	4780	679668	90101	0	3	81	7381183	196708	8	1327	24603797	3	1	0	4	1	0	0	0	0	388	179	467	3	137958	508168	2722	1887	30260044
"BA46_CA2_hi2_84_1"	0	6831	1	175	18	0	0	472	12	2	54	0	0	0	0	0	0	0	2	3	171621	180	6	1	4	1	33957520	16875745	253907	398540	313701	962041	58	1529	234346	0	1	2526590	695	7105	675871	87137	0	1	50	10479348	278881	8	1195	33492112	2	0	0	1	0	0	1	0	0	286	100	433	2	211549	465408	2093	1513	38982873
"BA46_CA2_med_84_1"	0	5042	0	146	19	0	0	479	4	0	54	0	0	0	0	0	0	0	4	1	53840	225	4	13	2	1	16753968	8932639	193164	414818	62579	937730	66	1363	44475	0	2	1759314	800	4116	930983	40390	0	0	37	2856341	48430	9	1440	16391786	2	0	0	3	0	0	0	0	0	173	99	413	0	96787	362182	4255	1524	21662526
"BA46_CA2_mid_84_1"	0	4501	1	128	9	0	0	411	4	4	23	0	0	0	0	0	0	0	0	0	101481	161	5	1	3	0	18417194	6850186	247994	262201	155585	612486	60	1193	200674	0	1	1693753	825	4598	453889	61211	0	0	40	7150091	147809	3	785	18081107	1	0	0	4	0	0	0	0	0	164	82	285	2	127194	336087	2169	1090	24856577
"BA46_CA2_plx_84_1"	0	5384	1	153	28	0	1	373	12	0	20	0	0	0	0	0	0	0	1	2	73810	133	6	2	3	0	25859691	17366278	216761	198788	100571	696698	41	1079	90310	0	0	1512034	638	4031	350602	42263	0	0	37	4563080	143274	0	895	25538635	1	0	0	3	0	0	0	0	0	190	89	336	0	168347	321056	1406	954	32878105
"BA46_CA2_pon_84_1"	0	4799	1	42	22	0	0	264	2	0	7	0	0	0	0	0	0	0	0	0	23898	97	3	4	2	0	8997272	2874712	91488	123515	16512	954422	18	841	36598	0	1	2030480	800	1366	406424	22826	0	0	31	2070055	28908	3	496	8760179	2	0	0	2	0	0	0	0	0	108	77	224	0	69397	237093	1220	512	11583064
"BA46_CA2_vis_84_1"	0	6724	2	214	26	0	0	535	10	1	51	0	0	0	0	0	0	0	5	0	103418	187	5	7	10	0	25486448	13819983	179530	287880	167335	897371	75	1994	122918	1	4	2094074	915	6295	532217	83190	0	0	37	6264704	262931	3	1314	25010547	0	2	0	1	0	0	0	0	0	220	120	452	3	172227	475901	2029	1527	32499994
"BA47_CA1_hy_15_1"	0	5259	2	173	33	0	2	478	12	1	10	0	0	0	0	0	0	0	6	3	119732	293	1	3	3	0	21956171	9464094	268256	122980	76333	751144	50	3455	173810	0	1	2118076	1360	4658	675037	40203	0	0	58	6601232	153964	1	2728	20715873	0	0	0	9	0	1	0	0	0	257	112	340	1	129913	1240298	872	917	29840154
"BA47_CA1_hy_16_1"	0	7058	1	205	34	0	0	618	19	2	18	0	0	0	0	0	0	0	8	11	181921	501	11	11	6	0	29654699	10413953	302013	223070	148187	995986	114	5181	303042	0	1	2816532	1619	6580	858210	74022	0	1	107	11475174	194842	3	3740	28177044	3	0	0	5	0	0	0	0	0	419	114	523	4	160661	1477655	1096	1418	35833622
"BA47_CA1_hy_17_1"	0	3755	1	109	25	0	1	389	9	0	15	0	0	0	0	0	0	0	3	0	99973	258	0	5	5	0	19408445	7380180	183473	102926	57197	607295	38	1994	175717	0	0	1610106	1108	4702	383180	67294	0	1	31	7780879	149431	2	1567	18693405	2	0	0	0	0	0	0	0	0	155	94	209	3	79622	715040	893	758	25818923
"BA47_CA1_hy_18_1"	0	5394	1	149	19	0	2	438	10	3	9	0	0	0	0	0	0	0	5	0	165937	340	8	3	2	0	27495927	8255826	297060	236694	115654	1003668	51	4210	319029	0	0	2600303	1925	9469	772981	93503	0	0	52	12002744	242628	2	2736	26267657	3	0	0	1	0	0	1	0	0	241	135	345	0	133330	1228270	1691	1055	35257649
"BA47_CA1_hy_19_1"	0	2619	1	77	15	0	1	237	5	0	18	0	0	0	0	0	0	0	2	3	92513	154	2	1	1	0	15026934	5085612	194246	137805	66119	561041	23	1762	156551	0	0	1394513	934	5264	332261	48456	0	0	20	6151791	126981	1	1308	14439350	3	0	0	4	0	0	0	0	0	120	65	191	1	76866	587584	1108	655	21270761
"BA47_CA1_hy_20_1"	0	3942	0	80	12	0	2	280	6	0	5	0	0	0	0	0	0	0	2	1	79423	166	10	2	6	0	12535492	3948420	145204	89855	43261	698145	29	2785	97230	0	1	1617508	913	5365	342711	43859	0	1	26	4724765	84861	0	1308	12006456	0	0	0	23	0	0	0	0	0	146	63	192	0	74484	529036	705	659	16508681
"BA47_CA1_hy_21_1"	0	2876	1	70	15	0	0	192	9	1	10	0	0	0	0	0	0	0	1	0	83769	147	2	2	2	0	13302978	5234400	150589	118269	24652	742477	31	2375	93027	0	0	1522333	1185	5110	515082	42297	0	0	33	3767558	50676	0	2382	12409331	0	0	0	5	0	0	0	0	0	122	60	174	0	47760	893647	1076	561	20530497
"BA47_CA1_hy_22_1"	0	2919	1	56	20	0	0	197	4	0	5	0	0	0	0	0	0	0	4	0	81965	157	7	1	0	0	11058997	4341911	123382	97495	19218	578182	30	2513	59840	0	0	1431173	1008	6805	455221	41908	0	1	27	2957114	37027	0	2729	10277837	0	0	0	1	0	0	0	0	0	123	46	206	0	35253	781160	810	478	15047734
"BA47_CA2_olf_61_1"	0	2709	2	101	30	0	0	375	7	0	118	0	0	0	0	1	0	0	2	0	43565	100	2	0	1	0	21794056	17101151	85161	104599	52955	362022	17	542	46440	0	0	684310	410	3808	143944	32843	0	1	26	2750776	92611	0	523	21608628	5	0	0	3	0	0	1	0	0	154	77	207	0	97595	185428	715	719	25568183
"BA47_CA2_olf_62_1"	0	5078	4	187	59	1	0	671	29	3	70	0	0	0	0	0	0	0	6	2	101496	173	4	1	2	0	34534259	23455408	158900	227440	82588	553317	74	1251	99101	0	4	1463110	796	8463	393188	77020	0	0	50	7202650	173870	3	1057	34174656	0	0	0	1	0	0	0	0	0	295	99	384	2	165561	359603	983	1255	38461751
"BA47_CA2_olf_63_1"	0	2871	2	130	21	0	0	362	7	0	55	0	0	0	0	0	0	0	3	0	72281	108	1	2	1	0	23805165	16627826	130057	159109	74018	395757	35	553	77367	0	0	965995	686	6436	249535	69055	0	0	19	4444218	143495	2	602	23570688	0	0	0	1	0	0	0	0	0	152	57	241	0	147353	234477	1227	1048	28405935
"BA47_CA2_olf_64_1"	0	3546	0	163	51	1	0	473	10	1	7	0	0	0	1	0	0	0	2	1	127891	140	1	0	0	0	29096591	19087550	171501	290776	85086	531959	65	842	92761	0	1	1324307	1081	13308	374151	95363	0	1	35	6174471	200414	2	803	28746775	0	0	0	1	1	0	0	0	0	197	93	352	0	165877	349816	2274	1215	33642104
"BA47_CA2_olf_65_1"	0	3888	2	120	34	0	0	437	18	2	44	0	0	0	0	0	0	0	7	1	111423	140	8	2	1	0	29447742	20087470	176552	250292	87650	535372	47	752	100268	0	1	1276261	781	10439	363428	84168	0	0	31	5710324	185028	3	750	29133974	0	0	0	0	0	0	0	0	0	197	89	309	0	144204	313768	2203	1228	36606543
"BA47_CA2_olf_66_1"	0	4834	2	179	49	2	0	694	27	2	41	0	0	0	0	3	0	0	18	3	116818	221	2	3	0	0	30480073	21352412	151085	324573	55193	679748	62	1245	73318	0	2	1398783	860	15215	531092	82835	0	0	52	4927866	113983	0	1150	29984335	0	0	0	1	0	2	0	0	0	237	189	440	0	147322	495738	2375	1397	36692242
"BA47_CA2_olf_67_1"	0	2991	1	83	29	1	1	301	19	0	39	0	0	0	0	0	0	0	6	0	64342	130	3	1	0	0	21790875	16226464	119041	229432	18184	429304	40	623	27696	0	0	943983	355	6965	399904	61102	0	0	25	2882694	42044	5	650	21519037	0	0	0	1	0	0	0	0	0	142	128	254	1	58544	271838	2809	700	25504250
"BA47_CA2_olf_68_1"	0	3157	1	94	23	0	1	392	19	0	81	0	0	0	0	0	0	0	9	1	57459	136	1	0	1	0	25411501	19376545	100754	216415	25125	533202	53	767	42173	0	0	954838	477	12281	469124	74051	0	0	32	3133164	59613	3	833	25142965	0	0	0	1	0	0	0	0	0	176	118	271	0	79248	268536	1515	811	29572893
"BA48_CA1_hy_23_1"	0	4643	1	109	11	1	0	477	9	0	27	0	0	0	0	0	0	0	0	8	59821	2267	0	4	1	0	25357011	18771708	51372	228552	4882	519892	71	3230	6873	0	0	952113	1305	286	524679	5240	0	0	115	433270	2882	0	5889	21625555	0	0	0	14	0	0	3	0	0	334	160	639	0	43800	3731456	119	748	28257032
"BA48_CA1_hy_24_1"	0	5357	3	111	34	0	0	337	8	0	31	0	0	0	0	0	0	0	2	0	134786	507	6	13	2	0	24272788	8723122	337213	212627	55888	727629	60	3567	178759	0	0	2433969	1318	4808	1041439	78307	0	1	62	9089458	44240	2	3069	23198987	3	0	0	2	0	0	1	0	0	298	99	391	2	119716	1073801	741	999	29937307
"BA48_CA1_hy_25_1"	0	6049	3	106	31	1	0	449	7	0	21	1	0	0	0	0	0	0	6	1	92612	336	2	1	3	0	22433068	9844607	280619	214198	48024	1014009	33	5016	82219	0	6	2259864	1845	7668	1749079	59224	0	0	53	5393251	29050	3	3294	21228013	1	0	0	0	0	0	0	0	0	360	110	429	5	132990	1205055	1031	1396	28772844
"BA48_CA1_hy_26_1"	0	6699	11	182	54	0	2	459	15	1	12	0	0	0	0	0	0	0	3	2	168714	657	4	10	4	0	27587969	5709224	329793	239641	96476	1334706	64	12058	247621	1	1	3662581	3222	10093	2592138	84505	0	0	103	10482408	150636	4	5452	25241172	3	0	0	3	0	0	1	0	0	654	183	537	5	99510	2346797	1214	1506	36893885
"BA48_CA1_hy_27_1"	0	4665	2	74	30	0	0	258	12	0	53	0	0	0	0	0	0	0	3	1	125873	492	0	7	1	0	22385747	8491344	267752	198539	48493	1477024	30	2965	131631	0	0	2456982	1998	7845	649717	88359	0	0	40	7179688	54774	1	2800	21308054	1	0	0	0	0	0	0	0	0	170	83	336	3	113115	1077693	1372	1521	28018538
"BA48_CA1_hy_28_1"	0	4900	4	80	20	0	0	234	6	0	5	0	0	0	0	0	0	0	2	0	97407	318	5	5	1	1	17163007	3631988	205115	156388	59978	743535	27	3694	156089	0	0	2634154	1551	7311	761202	52644	0	0	39	7660070	115179	1	1803	16369722	1	0	0	15	0	1	0	0	0	172	55	224	2	73991	793285	782	723	21660676
"BA48_CA1_hy_29_1"	0	4344	1	152	22	0	1	469	10	4	8	0	0	0	0	0	0	0	6	2	90968	362	2	6	8	0	15059487	5397267	130256	164476	36491	555003	46	3072	105435	0	0	1828756	1384	7841	550702	46927	0	2	62	5150302	49524	1	1924	14182211	2	0	0	4	0	0	0	0	0	259	124	310	1	53821	877276	878	976	23597001
"BA48_CA1_hy_30_1"	0	4350	3	76	15	0	1	275	3	2	12	0	0	0	0	0	0	0	1	0	77775	163	3	1	0	0	15103273	5512928	215175	204964	63097	650404	50	2018	89005	0	0	2039943	949	9788	724514	58749	0	0	33	4698393	62265	2	2192	14506852	1	0	0	3	0	0	0	0	0	155	42	229	0	87469	596421	1057	747	22502357
"BA48_CA2_olf_69_1"	0	2948	0	87	19	0	1	382	4	0	147	0	0	0	0	0	0	0	0	0	47573	111	4	3	1	0	22636141	17040663	109966	131450	53192	445160	28	649	42785	0	0	819354	475	3859	199754	43763	0	1	23	3261693	90732	0	580	22419457	0	0	0	4	0	0	0	0	0	120	34	243	0	122212	216684	530	907	26552854
"BA48_CA2_olf_70_1"	0	3910	8	114	27	0	1	491	8	1	91	0	0	0	0	0	0	0	10	1	49399	121	3	1	0	0	27326467	20273541	120806	138290	65370	434693	45	909	51946	0	0	1258963	621	4273	271378	57962	0	0	35	4085088	97936	4	744	27074917	2	0	0	2	0	0	0	0	0	200	74	360	1	156053	251550	515	920	31486885
"BA48_CA2_olf_71_1"	0	2709	2	87	14	0	0	365	5	1	26	0	0	0	0	0	0	0	0	0	51649	91	4	0	0	0	18609454	12547019	116637	156600	59565	328728	35	627	44860	0	2	955543	939	4470	245536	64234	0	0	20	3606679	96984	3	454	18397904	0	0	0	2	0	0	0	0	0	147	48	204	1	111998	211550	877	739	23165373
"BA48_CA2_olf_72_1"	0	2955	4	112	26	0	1	400	4	0	25	0	0	0	0	0	0	0	4	0	89767	112	5	0	0	0	23400001	14746845	171075	218230	89106	407256	33	782	75284	0	0	1105826	856	8736	321076	75742	0	0	27	5570712	145796	2	563	23158569	0	0	0	1	1	0	1	0	0	153	86	263	1	124211	241432	1420	1070	29896157
"BA48_CA2_olf_73_1"	0	4535	1	179	32	0	1	518	14	0	60	0	0	0	0	0	0	0	2	1	109161	145	3	1	4	0	33741573	23244093	200282	289472	85373	547612	57	907	79407	0	0	1533015	1484	11377	415056	104222	0	0	47	6462884	153305	10	811	33401914	3	0	0	1	1	0	1	0	0	229	90	390	0	153907	339659	1831	1390	42726854
"BA48_CA2_olf_74_1"	0	3467	2	96	32	1	1	479	5	0	15	0	0	0	1	0	0	0	0	1	69855	129	1	1	1	0	23862391	16459419	116388	187942	51927	584420	48	837	57441	0	0	1310411	1272	9696	349984	73649	0	0	36	4020478	131471	10	684	23572317	0	0	0	1	0	0	1	0	0	180	99	353	2	139607	290074	977	897	31257990
"BA48_CA2_olf_75_1"	0	2662	1	79	16	0	2	294	5	0	59	0	0	0	0	0	0	0	13	0	82269	105	4	2	0	0	20851014	14374149	129121	213940	44664	393507	26	690	43072	0	1	1001359	595	11261	374985	71838	0	0	29	3716739	89802	8	541	20635070	2	0	0	0	1	0	0	0	0	127	53	213	0	80307	215944	1783	746	28819738
"BA48_CA2_olf_76_1"	0	2825	2	68	25	0	0	350	3	0	36	0	0	0	0	1	0	0	6	1	47283	101	2	0	2	0	20782260	15707249	81522	170251	28072	501992	43	811	32134	0	0	846817	514	8294	336471	57196	0	0	31	2578351	58731	8	639	20560489	1	0	0	3	0	0	0	0	0	159	70	226	0	98471	221771	873	855	26416979
"BA49_CA1_mid_45_1"	0	4295	0	160	50	1	2	244	27	0	25	0	0	0	0	0	0	0	2	0	90880	216	0	1	1	0	22760448	5754589	443800	113137	217365	515104	30	1158	279780	0	0	2157746	740	1603	868739	41505	0	1	35	11071010	92738	0	938	21758835	0	0	0	0	1	0	0	0	0	181	110	170	0	101313	1001613	402	736	26781299
"BA49_CA1_mid_46_1"	0	5981	0	175	13	0	0	553	10	0	121	0	0	0	0	0	0	0	1	0	74096	196	0	1	0	0	28290694	9756912	584299	236128	436020	526973	72	1318	270703	0	0	2517209	990	3178	781049	45909	0	0	27	12222495	121377	1	947	27795467	0	0	0	7	0	0	0	0	0	223	67	329	1	206076	495227	628	1382	33119997
"BA49_CA1_mid_47_1"	0	5854	0	147	20	0	0	439	6	0	115	0	0	0	0	0	0	0	3	3	65367	165	2	6	9	1	22764446	8279598	300369	172956	243604	722874	35	2504	184249	0	4	2621627	1269	3611	537259	45597	0	0	47	8623573	109185	0	2004	22093146	1	1	0	6	0	0	0	0	0	185	77	315	0	168148	671300	628	1283	27250681
"BA49_CA1_mid_48_1"	0	5939	4	102	25	0	1	361	3	0	92	0	0	0	0	0	0	0	3	1	87475	181	1	2	0	0	23013899	11480659	225684	375334	57488	1259754	39	2229	92751	0	1	2613567	1407	6042	786097	69494	0	2	63	4897384	54767	2	3209	22137395	3	0	0	2	0	0	1	0	0	198	143	420	2	109016	876504	6203	1244	29008615
"BA49_CA1_mid_49_1"	0	5603	0	125	25	0	0	294	4	0	58	0	0	0	0	0	0	0	7	2	94391	280	0	3	3	0	22234046	11524077	123283	283007	24204	1376120	49	3383	79632	0	0	2864101	2091	3120	748508	38542	0	1	56	3299198	29505	1	7683	20583564	0	0	0	0	0	0	0	0	0	235	158	333	3	70412	1650482	4080	987	27907595
"BA49_CA1_mid_50_1"	0	315	0	14	1	0	0	26	0	0	10	0	0	0	0	0	0	0	0	0	1832	93	0	1	0	0	1579235	1287376	3991	14541	450	65651	4	171	749	0	0	68737	96	23	30797	306	0	0	1	50546	392	0	171	1530008	0	0	0	0	0	0	0	0	0	23	33	24	0	3209	49227	297	128	1727166
"BA49_CA1_mid_51_1"	0	2455	0	66	12	0	0	267	1	0	24	0	0	0	0	0	0	0	0	0	21639	1090	0	0	0	0	20893618	17638158	39523	83860	4405	793307	12	1175	6108	0	0	563468	868	165	413208	1925	0	0	48	320294	3714	0	2679	19935092	0	0	0	2	0	0	0	0	0	92	146	180	0	33285	958526	1852	1064	22275664
